CHR Start Stop Strand
5 87271871 87272161 +1
7 5339224 5339539 -1
8 101188258 101188556 -1
8 22449166 22449477 +1
 "X" 96694345 96694639 -1
1 150297938 150298232 -1
1 32133061 32133355 +1
1 64916555 64916856 +1
12 120502646 120502950 -1
14 91162976 91163279 +1
16 69128784 69129096 +1
16 74586482 74586653 -1
17 28815544 28815682 +1
17 58629178 58629477 +1
17 7872366 7872658 -1
20 62124882 62125178 -1
3 37037632 37037941 -1
3 48706567 48706837 +1
7 135582491 135582758 -1
8 124639478 124639763 -1
8 74029652 74029949 -1
9 128082639 128082917 -1
11 66359243 66359541 +1
7 44837499 44837785 -1
 "X" 24187891 24188191 +1
10 18536997 18537286 -1
16 89767558 89767847 -1
3 47140578 47140872 +1
5 140299733 140300023 +1
7 44833234 44833534 -1
7 5660943 5661239 -1
8 39020003 39020273 +1
12 359470 359754 +1
8 125283266 125283533 +1
1 28924247 28924546 +1
13 28146695 28147011 +1
14 34839263 34839558 +1
14 49696184 49696480 -1
15 72578798 72579083 -1
17 42959658 42959960 -1
17 44452827 44453131 -1
17 67342657 67342956 +1
5 133018409 133018707 -1
5 32440365 32440670 +1
9 34028395 34028679 -1
1 7967637 7967928 +1
10 68063217 68063507 -1
12 111585910 111586204 -1
12 7014600 7014914 +1
13 60424010 60424318 -1
17 31283450 31283777 -1
17 75180435 75180735 +1
19 19323496 19323782 -1
19 34328593 34328898 -1
20 63869842 63870142 +1
21 29374973 29375271 +1
22 38671981 38672281 +1
5 109392278 109392578 +1
6 34848323 34848620 +1
7 139370456 139370752 -1
1 10095787 10096070 -1
1 184807505 184807776 +1
1 32066093 32066391 -1
1 65027050 65027352 -1
10 68521896 68522189 +1
10 75017350 75017640 +1
12 111421401 111421716 -1
12 2921801 2922094 +1
12 68850006 68850301 +1
12 948706 948998 -1
14 39198970 39199268 +1
14 74301160 74301459 -1
16 28848156 28848449 +1
17 2643554 2643859 -1
17 29481196 29481489 -1
19 16839738 16840020 +1
19 18908149 18908447 +1
19 40276733 40277049 +1
2 53966010 53966309 +1
20 36581953 36582259 +1
20 37071373 37071665 +1
3 33421766 33422074 +1
3 52641177 52641474 +1
4 39749378 39749693 +1
5 139284330 139284623 +1
5 96724548 96724824 +1
6 159010346 159010508 -1
6 42937320 42937592 +1
7 111047175 111047487 -1
7 91954290 91954567 -1
8 12541483 12541658 +1
8 127978501 127978783 -1
9 128864956 128865222 +1
9 20595075 20595395 +1
1 151118796 151118941 -1
1 226057460 226057736 -1
1 23333914 23334213 -1
1 27995455 27995712 +1
1 28070925 28071223 -1
10 100538548 100538836 +1
10 32358365 32358647 +1
10 63364500 63364766 -1
10 68752588 68752869 +1
11 66746939 66747235 -1
12 121408974 121409279 -1
12 12197997 12198216 -1
12 12733602 12733903 -1
12 19501353 19501648 +1
12 53469760 53470045 -1
13 52419958 52420252 +1
14 90789095 90789397 -1
15 72553642 72553929 +1
17 2148577 2148872 +1
17 59903032 59903326 +1
17 61223151 61223458 -1
17 62028875 62029150 +1
17 64617487 64617768 -1
19 40706467 40706759 -1
21 36882000 36882293 +1
22 31743059 31743309 +1
22 40952983 40953289 -1
3 119308835 119309141 -1
3 136683268 136683563 -1
3 177151756 177152015 +1
4 485705 486000 +1
5 139582266 139582510 -1
5 179781431 179781733 -1
7 100069273 100069573 +1
7 66491853 66492147 -1
7 66696075 66696353 -1
7 74667836 74668131 -1
7 99026176 99026461 +1
8 117991549 117991861 -1
8 41530989 41531296 +1
8 48019084 48019382 +1
8 54078988 54079279 -1
9 125280115 125280423 +1
 "X" 154524071 154524376 +1
 "X" 54560758 54561093 +1
1 151245966 151246261 +1
1 155544290 155544586 -1
1 1837553 1837860 -1
1 40721559 40721862 -1
10 11971250 11971551 -1
10 68017481 68017788 -1
11 118774464 118774723 -1
11 66269867 66270174 -1
12 122874666 122874977 +1
12 48709887 48710191 -1
13 52630266 52630570 -1
16 30705019 30705306 +1
17 2625643 2625958 +1
18 57619700 57619987 -1
19 10179362 10179529 -1
19 15393639 15393923 +1
19 4450477 4450788 +1
19 45510650 45510948 +1
2 25872113 25872397 +1
2 61399591 61399891 +1
2 73216408 73216711 +1
20 36576725 36577003 -1
3 107565485 107565756 -1
3 122431161 122431456 -1
4 76130004 76130244 -1
6 151438831 151439122 +1
6 15286252 15286548 -1
6 158424270 158424549 -1
7 131061530 131061808 +1
7 139072196 139072486 -1
7 2237060 2237297 -1
7 44809773 44810073 -1
8 55803681 55803939 -1
9 137622660 137622925 +1
 "X" 139894851 139895062 +1
19 8387378 8387658 +1
5 139301323 139301621 -1
8 73741509 73741812 -1
12 123158320 123158607 +1
17 49349147 49349426 +1
6 24673368 24673650 -1
6 42888158 42888456 -1
1 145740849 145741137 -1
1 153900508 153900681 -1
16 23917085 23917376 -1
8 42533333 42533615 +1
1 10157028 10157320 -1
10 73029127 73029437 +1
12 100213077 100213385 -1
15 40662677 40662980 +1
15 64970725 64971036 -1
15 84642487 84642764 -1
1 70291036 70291318 -1
12 116234657 116234962 -1
13 20080491 20080785 -1
16 70426846 70427145 -1
16 74320242 74320614 +1
17 77406655 77406969 -1
2 151420456 151420755 +1
4 2470962 2471266 -1
 "X" 71138336 71138552 -1
1 9236379 9236688 +1
10 73487265 73487581 +1
12 103977781 103978089 +1
12 123344564 123344866 +1
12 53447362 53447604 +1
17 39317248 39317529 -1
17 67207746 67208015 +1
18 12868238 12868547 -1
19 12020634 12020930 +1
19 20237506 20237770 -1
19 35771981 35772300 -1
4 3506931 3507236 +1
5 160112875 160113178 +1
7 4780482 4780779 +1
9 120775063 120775343 -1
1 155733871 155734169 +1
1 236529301 236529604 +1
1 32673435 32673735 -1
1 45593722 45594053 +1
10 119228130 119228369 +1
10 68026852 68027018 +1
10 97434608 97434883 +1
12 112364448 112364762 +1
12 123458940 123459239 -1
12 27740267 27740568 -1
12 51194359 51194658 +1
12 762734 763045 -1
14 58255854 58256153 -1
15 57179205 57179537 +1
16 69678929 69679230 -1
16 71924327 71924591 +1
19 43753453 43753760 -1
2 224581970 224582266 -1
3 57563604 57563892 +1
6 10571358 10571652 -1
6 34320551 34320848 +1
7 102123659 102123962 -1
7 74471266 74471526 +1
1 150390211 150390525 +1
1 161357405 161357697 -1
1 235172293 235172603 +1
1 43941749 43942037 +1
1 64906039 64906316 +1
1 8468605 8468926 +1
10 32290766 32291076 -1
10 73116461 73116753 +1
10 74149267 74149587 -1
10 86485260 86485551 +1
11 67190127 67190421 +1
12 111526403 111526704 -1
13 19753000 19753303 +1
14 64483698 64483968 +1
16 75611401 75611681 -1
17 28609032 28609303 -1
18 46252272 46252561 -1
22 17662866 17663155 -1
3 129739175 129739462 -1
3 196404872 196405167 +1
3 47906399 47906696 +1
4 83473561 83473810 -1
5 57206866 57207109 +1
6 150893961 150894212 +1
7 73473270 73473569 +1
 "X" 24069682 24069990 -1
10 5716632 5716869 +1
11 65776845 65777140 +1
19 19074868 19075165 +1
3 19953411 19953707 -1
7 156970005 156970306 +1
17 31876022 31876335 -1
2 43966769 43967037 +1
4 1886549 1886850 +1
5 93651139 93651435 -1
9 125216011 125216289 +1
1 173994110 173994412 +1
1 204551033 204551341 -1
10 74144259 74144568 -1
12 120452721 120452994 -1
15 89890072 89890349 -1
2 32281609 32281915 +1
2 70237121 70237411 +1
4 778940 779242 -1
1 89921081 89921362 +1
11 123052327 123052629 -1
12 117182862 117183105 +1
13 19964096 19964396 +1
14 101866474 101866695 +1
14 49832330 49832627 -1
15 64392621 64392912 -1
15 98755458 98755748 +1
16 1751173 1751470 +1
17 42145512 42145766 +1
18 26081776 26082079 +1
19 34441674 34441944 +1
2 148759960 148760257 +1
2 169804558 169804821 -1
2 203272270 203272571 +1
3 180929982 180930277 +1
5 134171762 134172068 +1
6 159702295 159702597 -1
7 23502528 23502820 +1
7 5326432 5326612 -1
9 36652449 36652754 +1
1 174886012 174886310 -1
11 115453094 115453407 +1
12 124783222 124783382 -1
12 57354291 57354593 -1
15 40690516 40690711 -1
15 75424469 75424772 -1
17 21032658 21032952 +1
17 43155955 43156258 +1
19 18691712 18692012 -1
19 41312079 41312384 -1
19 58090987 58091285 +1
2 170937220 170937489 -1
2 32065970 32066269 -1
2 74485019 74485322 -1
22 24343450 24343743 -1
3 136166106 136166396 +1
3 33637252 33637563 +1
3 48086354 48086657 +1
3 50111432 50111673 -1
4 2571546 2571839 -1
7 44580664 44580967 +1
8 118008256 118008551 -1
8 38254741 38254895 +1
9 130841149 130841406 -1
9 37177059 37177365 +1
1 150618993 150619285 +1
1 16340324 16340618 -1
1 16369606 16369911 +1
1 23297827 23298127 +1
10 103796859 103797161 -1
10 124776997 124777304 +1
10 20104770 20105071 +1
10 30329252 30329533 -1
11 126301128 126301420 +1
11 61438762 61439055 +1
13 50118598 50118905 -1
14 73079140 73079435 +1
15 58992063 58992343 -1
16 24074844 24075135 +1
16 75033437 75033736 -1
19 13168430 13168690 +1
19 47180556 47180816 +1
2 232546341 232546636 -1
20 35723442 35723737 -1
20 50195760 50196057 +1
20 5589329 5589618 +1
21 31727070 31727375 -1
5 43147772 43148036 +1
5 55501032 55501343 +1
5 57185258 57185567 -1
7 105369164 105369447 -1
7 135581569 135581877 +1
7 24711219 24711510 -1
8 80126479 80126782 -1
3 177152913 177153158 +1
12 1124991 1125293 -1
9 128306735 128306974 -1
12 71793933 71794246 +1
14 71480073 71480388 -1
15 66457114 66457418 -1
8 11107194 11107484 -1
9 125139130 125139431 +1
1 23899533 23899841 +1
1 28958224 28958457 +1
10 133436904 133437211 -1
12 48696842 48697122 -1
16 31121116 31121420 -1
17 28798108 28798387 +1
17 45050035 45050343 -1
17 8272792 8273100 -1
3 13448565 13448808 +1
3 142144559 142144834 -1
 "X" 107663866 107664164 -1
 "X" 130255672 130255979 +1
1 151449614 151449891 +1
1 226183166 226183481 -1
1 40695420 40695720 -1
12 57411202 57411451 -1
4 26366420 26366719 -1
5 134743586 134743870 +1
6 13789120 13789413 +1
7 99566570 99566856 -1
9 125277685 125277964 -1
 "X" 80785745 80786047 +1
1 224453177 224453486 -1
1 6650294 6650589 +1
14 73312113 73312401 +1
15 64666133 64666421 +1
2 31857787 31858071 +1
22 31744133 31744432 -1
3 47143009 47143312 +1
9 36265922 36266230 -1
 "X" 136917163 136917435 -1
1 151434893 151435200 -1
1 8573816 8574105 -1
1 93516533 93516718 +1
10 70226292 70226577 +1
15 75644657 75644970 +1
16 66829899 66830181 -1
17 19976204 19976509 +1
19 57794268 57794555 -1
2 27468229 27468533 -1
22 31645669 31645886 +1
22 50442883 50443168 +1
4 2566051 2566346 -1
4 39771860 39772136 -1
5 154810153 154810454 +1
5 177161680 177161941 -1
5 43084670 43084974 -1
5 79671820 79672120 +1
6 149804521 149804801 -1
7 75051416 75051708 -1
9 33839238 33839537 -1
9 34118681 34118990 +1
9 92236564 92236833 +1
1 153887804 153888102 +1
1 167233124 167233437 -1
1 219354201 219354495 -1
1 30938263 30938552 -1
10 102049582 102049856 -1
10 119573074 119573379 +1
10 94612643 94612929 +1
14 39178246 39178545 +1
15 65296540 65296879 +1
16 225205 225482 +1
16 4844490 4844773 +1
17 21026327 21026612 -1
17 47900495 47900790 +1
17 51200281 51200581 +1
18 24116819 24117099 -1
19 1604252 1604509 -1
19 47224012 47224319 +1
2 190885862 190886170 -1
2 232763542 232763846 +1
20 25672610 25672897 -1
22 50382836 50383137 -1
4 128035335 128035586 +1
6 34853934 34854243 +1
7 103325161 103325468 +1
3 197049036 197049339 +1
10 80077203 80077494 -1
15 44389677 44389979 -1
16 74317836 74318098 -1
17 63762927 63763222 -1
19 13773003 13773307 -1
6 154871483 154871781 +1
7 139640651 139640914 -1
10 68060218 68060538 -1
11 66631649 66631933 -1
17 4261206 4261486 +1
21 28924958 28925238 -1
3 37151585 37151904 -1
1 108952181 108952470 -1
1 61706199 61706497 -1
22 17995878 17996157 +1
22 18088497 18088744 +1
6 26278203 26278506 +1
1 27254314 27254607 +1
10 96568904 96569184 +1
11 107826278 107826543 -1
11 33075214 33075509 -1
14 102036823 102037110 +1
15 63548152 63548314 -1
16 25003542 25003835 +1
16 68001660 68001946 +1
16 78472527 78472836 +1
17 5375852 5376138 -1
17 82468029 82468310 +1
19 21283301 21283607 +1
2 61293732 61294042 +1
3 196769045 196769336 +1
3 40537319 40537595 +1
3 47625874 47626152 +1
3 58342360 58342664 +1
7 148936876 148937206 +1
9 85594336 85594599 +1
 "X" 136877452 136877621 -1
11 63733587 63733905 +1
12 105195772 105196084 +1
12 110399813 110400120 +1
12 6505556 6505882 +1
15 73626953 73627245 +1
16 75445320 75445596 -1
17 21136541 21136855 -1
17 39294276 39294565 -1
17 39363883 39364188 -1
17 64616791 64617095 +1
18 754424 754730 +1
19 49571704 49572003 +1
2 231736321 231736485 -1
20 48643661 48643976 -1
3 133630912 133631196 +1
5 160097723 160098013 -1
5 54075485 54075786 -1
5 98923418 98923712 -1
7 131036734 131037037 +1
7 134069486 134069771 -1
7 149079892 149080169 +1
7 66738939 66739249 -1
7 66743502 66743798 -1
8 28896978 28897273 -1
8 38241771 38242064 +1
 "X" 18432603 18432913 -1
1 1765629 1765914 +1
1 201521870 201522178 -1
1 21120381 21120638 +1
1 77858616 77858906 -1
1 93145099 93145386 -1
10 92307593 92307864 +1
11 46658907 46659197 +1
12 53032162 53032445 +1
12 53540768 53541024 -1
12 57354832 57355083 -1
14 103683895 103684179 +1
15 44405607 44405921 -1
15 58997536 58997840 +1
16 10747951 10748250 -1
16 74488624 74488918 -1
16 87381748 87382043 +1
17 30269165 30269480 -1
17 5303231 5303541 -1
17 81857155 81857448 -1
18 46184439 46184747 +1
18 787080 787396 -1
19 21147990 21148294 -1
2 42612238 42612503 -1
20 32398955 32399227 +1
20 37017090 37017384 +1
21 44068602 44068901 -1
22 41632328 41632624 +1
3 195520674 195520968 -1
3 197875382 197875661 +1
3 57673731 57674069 -1
4 25381671 25381957 +1
4 39721806 39722099 +1
5 96724186 96724482 -1
6 36452536 36452835 -1
7 129640234 129640522 +1
7 17927260 17927542 -1
7 77688037 77688334 +1
9 129114024 129114321 -1
9 4738761 4739072 -1
1 155664456 155664721 +1
1 174007461 174007757 -1
1 179219050 179219343 -1
1 224186041 224186313 +1
1 32058150 32058398 -1
1 43673943 43674235 -1
10 1059516 1059802 +1
10 124778447 124778751 +1
10 67886310 67886575 +1
11 108071903 108072205 +1
12 122253699 122253965 -1
12 49508781 49509070 +1
12 56305905 56306192 -1
12 56641546 56641850 -1
14 35544765 35545048 +1
14 92098306 92098607 +1
14 92830036 92830327 +1
16 70543126 70543425 +1
17 17224525 17224837 -1
17 21000780 21001059 +1
17 30843073 30843363 +1
19 17176918 17177208 +1
19 24097499 24097782 +1
19 40031232 40031521 -1
19 4410680 4410849 +1
19 45004888 45005190 +1
19 5709206 5709508 +1
2 61197780 61198058 -1
2 65127450 65127738 +1
2 70071945 70072251 -1
20 316906 317200 +1
20 58307602 58307885 -1
21 33539410 33539706 +1
22 21793801 21794103 +1
3 49072760 49073067 +1
4 127991253 127991522 -1
4 88482751 88482930 -1
5 134772596 134772805 -1
5 72316748 72317057 +1
6 159987397 159987689 -1
6 57107838 57108138 -1
7 100067483 100067700 -1
7 105152753 105153048 +1
7 130934835 130935135 -1
8 42892191 42892464 -1
8 65620820 65621124 +1
9 129899080 129899377 -1
 "X" 74223606 74223905 -1
3 49948245 49948444 +1
7 40054435 40054730 -1
19 10978324 10978625 -1
1 40694970 40695256 +1
17 40052933 40053225 -1
19 44669130 44669413 -1
3 113775229 113775527 -1
11 108149160 108149450 -1
17 29288877 29289165 +1
3 49984334 49984579 +1
7 130958606 130958896 -1
1 10287241 10287424 -1
11 63693839 63694130 +1
12 123203694 123203986 -1
17 30756915 30757212 +1
2 174375867 174376160 -1
2 55666558 55666858 +1
22 31606680 31606977 -1
3 47650533 47650844 +1
3 57587036 57587342 +1
6 138790146 138790449 -1
7 32877018 32877316 -1
8 102407482 102407773 +1
8 26454601 26454905 +1
8 56070455 56070755 +1
 "X" 41901200 41901512 +1
1 173844778 173845094 -1
1 231346662 231346954 +1
1 47354042 47354330 +1
11 47492446 47492742 +1
12 123234370 123234695 -1
15 74931553 74931853 -1
16 242224 242506 -1
17 28389603 28389875 +1
17 30124916 30125216 +1
18 51018646 51018909 -1
21 36149057 36149361 +1
22 41627332 41627630 +1
8 54080103 54080362 +1
1 112944994 112945294 -1
1 220082585 220082844 -1
1 2246940 2247239 +1
1 235155876 235156167 -1
1 47295297 47295586 +1
12 123236318 123236616 +1
12 365060 365353 -1
12 89436432 89436746 +1
13 77186802 77187109 -1
14 102046798 102047087 -1
15 75055209 75055507 -1
16 3704062 3704354 +1
17 45089999 45090310 +1
17 64483721 64484014 -1
2 39090413 39090696 +1
2 99409561 99409850 +1
3 136898117 136898404 +1
3 177133006 177133317 +1
3 47700511 47700824 -1
4 2004494 2004786 -1
6 70441112 70441403 +1
7 103317643 103317946 -1
8 98108939 98109209 +1
9 34441726 34442002 -1
1 10038814 10039080 +1
1 145775396 145775689 -1
1 153892692 153892992 -1
1 155466072 155466356 +1
1 29057095 29057402 +1
1 70350883 70351130 +1
10 21540108 21540406 +1
11 110265097 110265391 -1
12 111582195 111582457 +1
12 80927139 80927448 -1
14 91125670 91125957 +1
15 74009608 74009852 -1
16 30607687 30607977 +1
17 35134404 35134699 -1
17 59122747 59122922 -1
18 57703288 57703596 +1
20 5132890 5133186 +1
4 126821 127122 -1
5 133055795 133056081 +1
5 57253928 57254218 -1
7 44996882 44997157 -1
7 5669610 5669896 +1
7 66741855 66742160 +1
7 74672256 74672569 +1
12 53178863 53179150 -1
13 45371591 45371859 +1
2 28789998 28790293 +1
22 35405371 35405666 -1
1 8487300 8487594 +1
11 47827084 47827379 +1
16 23915402 23915712 +1
16 78821886 78822175 -1
6 42447693 42448003 -1
9 34227878 34228137 +1
1 155787794 155787970 +1
10 68064690 68064985 +1
12 2882416 2882726 +1
12 64426700 64427016 +1
3 196916851 196917164 +1
8 38377356 38377652 -1
 "X" 73986802 73987074 +1
1 36047597 36047893 +1
11 118413686 118413979 -1
 "X" 77991739 77992029 +1
12 55786948 55787257 +1
15 77509247 77509555 -1
16 22506079 22506393 -1
17 17859598 17859887 +1
17 82461330 82461621 +1
19 19787359 19787674 +1
19 8516838 8517136 +1
20 48996476 48996759 +1
4 127878484 127878789 -1
5 113007376 113007696 -1
6 83026692 83026933 -1
7 44832667 44832964 +1
1 223790609 223790904 -1
10 101909463 101909759 -1
10 87097757 87098062 -1
11 78114683 78115005 +1
12 12553542 12553834 -1
14 30982311 30982609 -1
14 55055650 55055946 +1
14 91169398 91169709 -1
15 44577220 44577530 +1
15 72328753 72329034 -1
16 216377 216679 -1
16 84708167 84708463 +1
17 42954071 42954369 +1
17 78410462 78410771 -1
19 2134139 2134444 +1
2 32035983 32036266 -1
2 61477256 61477530 -1
3 113670760 113671044 -1
3 52642788 52643083 -1
4 139171641 139171928 +1
4 775478 775801 -1
5 132918380 132918662 +1
5 134907246 134907540 -1
8 52709456 52709765 +1
9 109049216 109049513 -1
9 94974955 94975236 +1
1 150097845 150098148 -1
1 151087364 151087655 +1
1 161336862 161337180 -1
1 21718558 21718818 -1
1 235485313 235485595 -1
1 236182475 236182752 +1
1 31025972 31026286 +1
1 96798139 96798421 +1
10 32320599 32320885 -1
11 57686320 57686615 -1
11 65015923 65016219 +1
11 70312154 70312489 -1
12 111689336 111689672 -1
12 120549502 120549792 +1
12 19443097 19443388 -1
12 54329317 54329593 +1
14 91507041 91507331 +1
15 40660687 40660969 +1
15 44670206 44670489 -1
16 19068371 19068681 +1
16 67591740 67592012 -1
16 68208432 68208739 +1
16 74415978 74416278 +1
17 40153791 40154024 +1
17 51212077 51212387 +1
17 59900879 59901152 +1
17 81590513 81590645 -1
18 26249718 26250022 -1
19 2087370 2087662 +1
19 3430240 3430523 -1
19 4399038 4399342 +1
19 5662215 5662505 +1
19 58296392 58296683 -1
19 5902726 5903034 +1
2 230761923 230762206 -1
2 68133268 68133437 -1
2 72449188 72449470 -1
22 38695775 38696056 +1
22 38711572 38711843 +1
3 120087250 120087544 +1
3 47641804 47642069 -1
3 56629969 56630230 -1
4 127836942 127837249 -1
4 151107142 151107392 -1
4 39712419 39712719 -1
5 138362037 138362292 +1
5 57180124 57180419 -1
6 152275597 152275903 +1
6 42027157 42027457 +1
6 53320031 53320324 +1
7 140030315 140030598 +1
7 75008427 75008720 +1
7 99147819 99148034 +1
8 123264906 123265205 +1
8 123378420 123378725 +1
9 133418920 133419139 -1
 "X" 78110158 78110458 -1
1 150582806 150583118 -1
1 155544092 155544203 -1
1 1883019 1883308 +1
1 193155495 193155792 +1
1 203814835 203815129 -1
1 21164581 21164871 +1
1 35087426 35087727 -1
1 52430270 52430582 -1
1 64999455 64999754 +1
10 5932705 5933016 -1
11 63685212 63685509 +1
12 123460483 123460756 +1
12 50780680 50781005 +1
12 96291622 96291883 -1
14 30882120 30882429 -1
15 34193932 34194239 -1
15 75551362 75551577 -1
16 11834836 11835100 +1
16 68318530 68318832 -1
17 31876729 31877042 +1
17 32465999 32466296 -1
17 67387383 67387684 +1
19 10621424 10621610 -1
19 1638416 1638536 -1
19 2327248 2327540 -1
19 37384037 37384348 +1
19 40755993 40756282 +1
19 4406952 4407228 +1
19 49521289 49521594 +1
2 131061499 131061805 +1
2 20306604 20306900 -1
2 239128264 239128548 +1
2 70005056 70005363 -1
2 84984098 84984207 +1
2 87480754 87480956 +1
20 33646573 33646884 +1
22 41465178 41465462 -1
3 128734147 128734482 +1
3 49088618 49088916 -1
3 52640660 52640938 -1
4 153526452 153526749 +1
4 2606045 2606349 -1
4 56339143 56339444 -1
5 139567096 139567397 -1
5 140406561 140406834 -1
5 95766937 95767216 +1
6 18253731 18254002 -1
7 105049162 105049460 +1
8 38062454 38062756 +1
8 38344268 38344570 -1
8 47948154 47948407 -1
8 54022730 54023018 -1
8 67303428 67303730 +1
8 73853872 73854176 +1
8 67088276 67088587 -1
12 120567975 120568259 +1
7 77795237 77795524 +1
9 34043176 34043462 -1
5 133080135 133080441 +1
1 162592115 162592404 +1
14 24246623 24246920 -1
14 74089370 74089668 -1
16 78454489 78454792 -1
20 2900961 2901268 -1
17 45074932 45075200 +1
19 15376240 15376496 +1
19 19322316 19322626 +1
19 37324771 37325076 -1
2 210475332 210475632 -1
22 40801786 40802091 -1
4 70716144 70716445 -1
8 47780657 47780948 +1
9 129961574 129961885 -1
9 85680301 85680613 +1
1 150930514 150930835 -1
1 23325869 23326174 -1
1 28892794 28893086 -1
10 132329140 132329436 +1
10 73741507 73741787 -1
11 47536476 47536782 +1
11 47550250 47550510 +1
12 46496054 46496354 +1
15 43486624 43486925 -1
16 74316031 74316301 +1
17 2306035 2306324 +1
17 76777290 76777532 -1
17 78904861 78905158 +1
18 57777559 57777869 -1
2 202280327 202280631 -1
2 233378787 233379045 +1
2 65103063 65103314 +1
22 41608948 41609235 -1
3 136689758 136690076 +1
5 139334088 139334334 -1
7 100558855 100559142 +1
7 64552062 64552352 -1
8 11852095 11852383 +1
9 112381365 112381653 -1
 "X" 119836951 119837244 -1
1 10405854 10406152 -1
1 155681398 155681599 +1
1 1887632 1887912 -1
1 235208490 235208816 -1
10 124777520 124777832 -1
11 67294529 67294809 -1
12 122259810 122260063 +1
14 74788560 74788857 +1
16 3843423 3843718 -1
16 78880983 78881303 -1
17 50998022 50998329 -1
19 11926396 11926688 -1
19 49844614 49844920 +1
2 20345082 20345404 -1
2 241331408 241331692 -1
22 39365988 39366287 -1
3 122346000 122346286 +1
3 136834330 136834626 -1
3 50023655 50023947 -1
8 38452356 38452662 -1
9 112483243 112483548 +1
1 30969682 30969963 -1
1 50621883 50622194 +1
1 8413774 8414077 +1
11 63735039 63735290 -1
11 72810969 72811266 -1
15 42496434 42496741 +1
16 3712616 3712915 -1
16 69127601 69127909 -1
16 78466548 78466867 +1
16 88782111 88782411 -1
17 28657734 28657979 +1
17 31988788 31989084 +1
17 43155546 43155822 -1
17 44893120 44893418 -1
17 51280895 51281136 +1
17 5487126 5487463 +1
17 7871661 7871954 -1
18 2665323 2665618 -1
19 47172536 47172708 +1
19 47295587 47295891 +1
19 4824006 4824307 -1
2 202675251 202675468 +1
2 202979958 202980257 -1
2 39112363 39112600 -1
20 50880484 50880619 -1
22 40337150 40337442 +1
22 41796985 41797287 -1
3 24007050 24007327 +1
5 139581661 139581961 -1
6 108072351 108072666 +1
6 42882923 42883055 -1
7 90613426 90613710 +1
8 42008343 42008644 -1
8 80137801 80137937 +1
9 125159730 125160037 +1
9 34033736 34034034 -1
9 94775373 94775664 -1
1 202365741 202365987 +1
4 84963141 84963458 +1
1 224138731 224139082 -1
1 6379464 6379753 -1
14 89607276 89607576 +1
17 80277314 80277617 +1
7 130889618 130889890 +1
 "X" 9553951 9554180 -1
12 45826411 45826708 -1
12 93472307 93472589 +1
13 32440851 32441154 -1
16 78571586 78571872 +1
3 58435497 58435787 -1
6 110801213 110801500 +1
7 1153254 1153535 -1
1 155452551 155452856 -1
11 62135284 62135563 -1
12 25370967 25371265 +1
19 10807860 10808169 +1
2 55571618 55571919 -1
20 3942818 3943114 -1
22 20572961 20573267 -1
5 131408752 131409050 -1
5 177324213 177324454 -1
6 110807454 110807760 -1
6 87158401 87158701 +1
7 66543286 66543573 -1
7 77609273 77609569 -1
 "X" 154068868 154069172 -1
1 168271319 168271611 -1
1 222949111 222949424 +1
10 102747509 102747827 -1
11 130275637 130275925 -1
11 73710456 73710748 +1
12 123301018 123301279 -1
12 65237987 65238260 +1
14 76799623 76799925 +1
15 75353265 75353524 -1
17 59203578 59203852 +1
19 3418089 3418396 -1
19 4093408 4093709 +1
19 48989199 48989499 +1
20 5139059 5139383 +1
3 172279928 172280214 -1
3 49746389 49746684 +1
4 39897114 39897348 +1
5 151057443 151057735 +1
7 148795153 148795428 -1
8 11179851 11180168 +1
8 122798510 122798828 +1
9 35013974 35014268 +1
9 83774319 83774606 +1
 "X" 124060640 124060921 +1
1 15843140 15843439 +1
1 200581756 200582068 -1
1 21027354 21027643 +1
1 31332650 31332921 -1
1 54315669 54315961 -1
10 100953974 100954275 +1
10 113076157 113076434 -1
10 119124558 119124682 -1
11 63717731 63718031 +1
11 9392666 9392965 +1
12 110378859 110379161 -1
12 112067003 112067225 +1
13 24483637 24483926 -1
13 41349682 41349976 +1
13 45415796 45416097 -1
14 55040892 55041184 -1
14 70964073 70964366 -1
15 40692842 40693124 +1
16 2225470 2225770 -1
17 28803698 28804009 +1
17 67883033 67883318 +1
19 23104028 23104321 +1
2 101288230 101288518 -1
21 33404433 33404727 -1
22 40822169 40822445 +1
3 101803621 101803915 -1
3 125364117 125364400 +1
3 136700867 136701181 -1
4 109565828 109566155 -1
4 16220502 16220766 +1
5 126793592 126793876 +1
5 139300094 139300374 +1
6 110794977 110795269 -1
6 24710716 24711017 +1
6 42445905 42446213 -1
6 75636875 75637171 -1
1 150437587 150437879 -1
1 150462855 150463155 -1
1 151544316 151544596 -1
1 179962400 179962707 -1
1 247345761 247346056 -1
1 26253759 26254004 +1
1 35995682 35995977 -1
1 36233225 36233527 +1
1 52386684 52386969 +1
1 61964829 61965151 +1
10 12217804 12218109 +1
10 20270541 20270821 -1
11 118594113 118594399 -1
11 34079124 34079418 +1
11 62732326 62732626 +1
11 73702860 73703121 -1
12 110323527 110323800 +1
13 28260114 28260410 +1
14 101984450 101984650 -1
16 4837672 4837932 +1
16 67477675 67477964 -1
16 68203905 68204203 +1
17 21176004 21176287 -1
17 2276393 2276685 -1
17 76727726 76727888 -1
19 17388834 17389139 -1
19 38627381 38627689 +1
19 40350955 40351260 +1
19 49633556 49633851 +1
20 1144899 1145183 -1
20 32374295 32374594 -1
20 33546919 33547219 +1
